要素番号	点番号	x	y	z
1	1	1.198984780220130e+00	-5.500000000000005e-01	-4.823953135910192e-02
1	2	1.183784282049669e+00	-4.000000000000005e-01	-1.922378360100963e-01
1	3	1.907786888298030e+00	-5.290047592607664e-01	-1.656525526778115e-14
1	4	1.847842978990197e+00	-4.849210293223696e-01	-9.678334987206573e-02
1	5	1.656264281974621e+00	-3.526698395071787e-01	-3.336514577864674e-01
1	6	2.448075441506749e+00	-3.328201177351371e-01	-2.860087434995438e-14
1	7	2.343148364335903e+00	-3.050851079238759e-01	-1.338392347792640e-01
1	8	2.016931510769085e+00	-2.218800784900925e-01	-4.415994324901025e-01
1	9	1.199999999999999e+00	-6.000000000000004e-01	-6.936864838513605e-16
1	10	1.198984780220130e+00	-5.750000000000005e-01	-4.823953135910178e-02
1	11	1.183784282049669e+00	-5.000000000000002e-01	-1.922378360100963e-01
1	12	1.907786888298030e+00	-5.290047592607664e-01	-1.656525526778115e-14
1	13	1.877336533479744e+00	-5.069628942915678e-01	-9.898988707720013e-02
1	14	1.774384281955860e+00	-4.408372993839728e-01	-3.690048632305604e-01
1	15	2.448075441506749e+00	-3.328201177351371e-01	-2.860087434995438e-14
1	16	2.395155799977529e+00	-3.189526128295066e-01	-1.377301303892708e-01
1	17	2.225218317948937e+00	-2.773500981126149e-01	-5.039398316101039e-01
1	18	1.199999999999999e+00	-6.000000000000004e-01	-6.936864838513605e-16
1	19	1.198984780220129e+00	-6.000000000000004e-01	-4.823953135910191e-02
1	20	1.183784282049668e+00	-6.000000000000003e-01	-1.922378360100963e-01
1	21	1.907786888298030e+00	-5.290047592607664e-01	-1.656525526778115e-14
1	22	1.906830087969293e+00	-5.290047592607662e-01	-1.011964242823351e-01
1	23	1.892504281937097e+00	-5.290047592607665e-01	-4.043582686746531e-01
1	24	2.448075441506749e+00	-3.328201177351371e-01	-2.860087434995438e-14
1	25	2.447163235619154e+00	-3.328201177351373e-01	-1.416210259992787e-01
1	26	2.433505125128794e+00	-3.328201177351373e-01	-5.662802307301064e-01
2	0	1.199999999999999e+00	-6.000000000000004e-01	-6.936864838513605e-16
2	1	1.198984780220129e+00	-6.000000000000004e-01	-4.823953135910191e-02
2	2	1.183784282049668e+00	-6.000000000000003e-01	-1.922378360100963e-01
2	3	1.907786888298030e+00	-5.290047592607664e-01	-1.656525526778115e-14
2	4	1.906830087969293e+00	-5.290047592607662e-01	-1.011964242823351e-01
2	5	1.892504281937097e+00	-5.290047592607665e-01	-4.043582686746531e-01
2	6	2.448075441506749e+00	-3.328201177351371e-01	-2.860087434995438e-14
2	7	2.447163235619154e+00	-3.328201177351373e-01	-1.416210259992787e-01
2	8	2.433505125128794e+00	-3.328201177351373e-01	-5.662802307301064e-01
2	9	1.199999999999999e+00	-6.000000000000004e-01	-6.936864838513605e-16
2	10	1.198984780220129e+00	-6.250000000000002e-01	-4.823953135910178e-02
2	11	1.183784282049669e+00	-7.000000000000004e-01	-1.922378360100963e-01
2	12	1.907786888298030e+00	-5.290047592607664e-01	-1.656525526778115e-14
2	13	1.936323642458842e+00	-5.510466242299654e-01	-1.034029614874696e-01
2	14	2.010624281918335e+00	-6.171722191375617e-01	-4.397116741187460e-01
2	15	2.448075441506749e+00	-3.328201177351371e-01	-2.860087434995438e-14
2	16	2.499170671260782e+00	-3.466876226407682e-01	-1.455119216092857e-01
2	17	2.641791932308648e+00	-3.882901373576613e-01	-6.286206298501077e-01
2	18	1.199999999999999e+00	-6.000000000000004e-01	-6.936864838513605e-16
2	19	1.198984780220130e+00	-6.500000000000002e-01	-4.823953135910194e-02
2	20	1.183784282049669e+00	-8.000000000000003e-01	-1.922378360100963e-01
2	21	1.907786888298030e+00	-5.290047592607664e-01	-1.656525526778115e-14
2	22	1.965817196948390e+00	-5.730884891991633e-01	-1.056094986926045e-01
2	23	2.128744281899575e+00	-7.053396790143560e-01	-4.750650795628390e-01
2	24	2.448075441506749e+00	-3.328201177351371e-01	-2.860087434995438e-14
2	25	2.551178106902407e+00	-3.605551275463990e-01	-1.494028172192935e-01
2	26	2.850078739488501e+00	-4.437601569801843e-01	-6.909610289701096e-01
3	0	1.199999999999999e+00	-6.000000000000004e-01	-6.936864838513605e-16
3	1	1.198984780220130e+00	-6.500000000000002e-01	-4.823953135910194e-02
3	2	1.183784282049669e+00	-8.000000000000003e-01	-1.922378360100963e-01
3	3	1.907786888298030e+00	-5.290047592607664e-01	-1.656525526778115e-14
3	4	1.965817196948390e+00	-5.730884891991633e-01	-1.056094986926045e-01
3	5	2.128744281899575e+00	-7.053396790143560e-01	-4.750650795628390e-01
3	6	2.448075441506749e+00	-3.328201177351371e-01	-2.860087434995438e-14
3	7	2.551178106902407e+00	-3.605551275463990e-01	-1.494028172192935e-01
3	8	2.850078739488501e+00	-4.437601569801843e-01	-6.909610289701096e-01
3	9	1.199999999999999e+00	-6.000000000000004e-01	-6.936864838513605e-16
3	10	1.199746173298336e+00	-6.499999999999999e-01	-2.412427559246106e-02
3	11	1.195940512712444e+00	-8.000000000000003e-01	-9.640693502633145e-02
3	12	1.907786888298030e+00	-5.290047592607664e-01	-1.656525526778115e-14
3	13	1.966531125578841e+00	-5.730884891991632e-01	-5.280727277682321e-02
3	14	2.139967827394410e+00	-7.053396790143561e-01	-2.376644178181497e-01
3	15	2.448075441506749e+00	-3.328201177351371e-01	-2.860087434995438e-14
3	16	2.551855803584753e+00	-3.605551275463989e-01	-7.470241566042925e-02
3	17	2.860590320508837e+00	-4.437601569801843e-01	-3.454932039532221e-01
3	18	1.199999999999999e+00	-6.000000000000004e-01	-6.936864838513605e-16
3	19	1.199999999999998e+00	-6.500000000000001e-01	-6.706750789951616e-16
3	20	1.199999999999998e+00	-8.000000000000003e-01	-6.768236355854450e-16
3	21	1.907786888298030e+00	-5.290047592607664e-01	-1.656525526778115e-14
3	22	1.966769128989533e+00	-5.730884891991637e-01	-1.791887638487449e-14
3	23	2.143715851064039e+00	-7.053396790143559e-01	-2.190948860523440e-14
3	24	2.448075441506749e+00	-3.328201177351371e-01	-2.860087434995438e-14
3	25	2.552081728298978e+00	-3.605551275463990e-01	-3.106289645861386e-14
3	26	2.864100588675666e+00	-4.437601569801843e-01	-3.800007221717184e-14
4	0	1.199999999999999e+00	-6.000000000000004e-01	-6.936864838513605e-16
4	1	1.199999999999998e+00	-6.500000000000001e-01	-6.706750789951616e-16
4	2	1.199999999999998e+00	-8.000000000000003e-01	-6.768236355854450e-16
4	3	1.907786888298030e+00	-5.290047592607664e-01	-1.656525526778115e-14
4	4	1.966769128989533e+00	-5.730884891991637e-01	-1.791887638487449e-14
4	5	2.143715851064039e+00	-7.053396790143559e-01	-2.190948860523440e-14
4	6	2.448075441506749e+00	-3.328201177351371e-01	-2.860087434995438e-14
4	7	2.552081728298978e+00	-3.605551275463990e-01	-3.106289645861386e-14
4	8	2.864100588675666e+00	-4.437601569801843e-01	-3.800007221717184e-14
4	9	1.199999999999999e+00	-6.000000000000004e-01	-6.936864838513605e-16
4	10	1.199746173298336e+00	-6.500000000000001e-01	2.412427559245946e-02
4	11	1.195940512712443e+00	-8.000000000000003e-01	9.640693502632995e-02
4	12	1.907786888298030e+00	-5.290047592607664e-01	-1.656525526778115e-14
4	13	1.966531125578842e+00	-5.730884891991639e-01	5.280727277678719e-02
4	14	2.139967827394408e+00	-7.053396790143558e-01	2.376644178181088e-01
4	15	2.448075441506749e+00	-3.328201177351371e-01	-2.860087434995438e-14
4	16	2.551855803584753e+00	-3.605551275463990e-01	7.470241566036724e-02
4	17	2.860590320508835e+00	-4.437601569801842e-01	3.454932039531511e-01
4	18	1.199999999999999e+00	-6.000000000000004e-01	-6.936864838513605e-16
4	19	1.198984780220130e+00	-6.500000000000001e-01	4.823953135910015e-02
4	20	1.183784282049669e+00	-8.000000000000004e-01	1.922378360100949e-01
4	21	1.907786888298030e+00	-5.290047592607664e-01	-1.656525526778115e-14
4	22	1.965817196948391e+00	-5.730884891991637e-01	1.056094986925685e-01
4	23	2.128744281899573e+00	-7.053396790143559e-01	4.750650795627956e-01
4	24	2.448075441506749e+00	-3.328201177351371e-01	-2.860087434995438e-14
4	25	2.551178106902406e+00	-3.605551275463989e-01	1.494028172192300e-01
4	26	2.850078739488502e+00	-4.437601569801843e-01	6.909610289700349e-01
5	0	1.199999999999999e+00	-6.000000000000004e-01	-6.936864838513605e-16
5	1	1.198984780220130e+00	-6.500000000000001e-01	4.823953135910015e-02
5	2	1.183784282049669e+00	-8.000000000000004e-01	1.922378360100949e-01
5	3	1.907786888298030e+00	-5.290047592607664e-01	-1.656525526778115e-14
5	4	1.965817196948391e+00	-5.730884891991637e-01	1.056094986925685e-01
5	5	2.128744281899573e+00	-7.053396790143559e-01	4.750650795627956e-01
5	6	2.448075441506749e+00	-3.328201177351371e-01	-2.860087434995438e-14
5	7	2.551178106902406e+00	-3.605551275463989e-01	1.494028172192300e-01
5	8	2.850078739488502e+00	-4.437601569801843e-01	6.909610289700349e-01
5	9	1.199999999999999e+00	-6.000000000000004e-01	-6.936864838513605e-16
5	10	1.198984780220130e+00	-6.250000000000007e-01	4.823953135909987e-02
5	11	1.183784282049668e+00	-7.000000000000004e-01	1.922378360100948e-01
5	12	1.907786888298030e+00	-5.290047592607664e-01	-1.656525526778115e-14
5	13	1.936323642458842e+00	-5.510466242299653e-01	1.034029614874340e-01
5	14	2.010624281918335e+00	-6.171722191375613e-01	4.397116741187082e-01
5	15	2.448075441506749e+00	-3.328201177351371e-01	-2.860087434995438e-14
5	16	2.499170671260781e+00	-3.466876226407681e-01	1.455119216092242e-01
5	17	2.641791932308647e+00	-3.882901373576613e-01	6.286206298500422e-01
5	18	1.199999999999999e+00	-6.000000000000004e-01	-6.936864838513605e-16
5	19	1.198984780220130e+00	-6.000000000000004e-01	4.823953135910016e-02
5	20	1.183784282049669e+00	-6.000000000000002e-01	1.922378360100948e-01
5	21	1.907786888298030e+00	-5.290047592607664e-01	-1.656525526778115e-14
5	22	1.906830087969293e+00	-5.290047592607664e-01	1.011964242823018e-01
5	23	1.892504281937097e+00	-5.290047592607664e-01	4.043582686746204e-01
5	24	2.448075441506749e+00	-3.328201177351371e-01	-2.860087434995438e-14
5	25	2.447163235619155e+00	-3.328201177351373e-01	1.416210259992202e-01
5	26	2.433505125128794e+00	-3.328201177351373e-01	5.662802307300502e-01
6	0	1.199999999999999e+00	-6.000000000000004e-01	-6.936864838513605e-16
6	1	1.198984780220130e+00	-6.000000000000004e-01	4.823953135910016e-02
6	2	1.183784282049669e+00	-6.000000000000002e-01	1.922378360100948e-01
6	3	1.907786888298030e+00	-5.290047592607664e-01	-1.656525526778115e-14
6	4	1.906830087969293e+00	-5.290047592607664e-01	1.011964242823018e-01
6	5	1.892504281937097e+00	-5.290047592607664e-01	4.043582686746204e-01
6	6	2.448075441506749e+00	-3.328201177351371e-01	-2.860087434995438e-14
6	7	2.447163235619155e+00	-3.328201177351373e-01	1.416210259992202e-01
6	8	2.433505125128794e+00	-3.328201177351373e-01	5.662802307300502e-01
6	9	1.199999999999999e+00	-6.000000000000004e-01	-6.936864838513605e-16
6	10	1.198984780220130e+00	-5.750000000000004e-01	4.823953135909985e-02
6	11	1.183784282049669e+00	-5.000000000000002e-01	1.922378360100949e-01
6	12	1.907786888298030e+00	-5.290047592607664e-01	-1.656525526778115e-14
6	13	1.877336533479746e+00	-5.069628942915683e-01	9.898988707716722e-02
6	14	1.774384281955859e+00	-4.408372993839725e-01	3.690048632305328e-01
6	15	2.448075441506749e+00	-3.328201177351371e-01	-2.860087434995438e-14
6	16	2.395155799977529e+00	-3.189526128295068e-01	1.377301303892144e-01
6	17	2.225218317948938e+00	-2.773500981126148e-01	5.039398316100567e-01
6	18	1.199999999999999e+00	-6.000000000000004e-01	-6.936864838513605e-16
6	19	1.198984780220129e+00	-5.500000000000005e-01	4.823953135910018e-02
6	20	1.183784282049669e+00	-4.000000000000006e-01	1.922378360100949e-01
6	21	1.907786888298030e+00	-5.290047592607664e-01	-1.656525526778115e-14
6	22	1.847842978990197e+00	-4.849210293223695e-01	9.678334987203503e-02
6	23	1.656264281974621e+00	-3.526698395071786e-01	3.336514577864452e-01
6	24	2.448075441506749e+00	-3.328201177351371e-01	-2.860087434995438e-14
6	25	2.343148364335903e+00	-3.050851079238761e-01	1.338392347792104e-01
6	26	2.016931510769084e+00	-2.218800784900926e-01	4.415994324900644e-01
7	0	1.199999999999999e+00	-6.000000000000004e-01	-6.936864838513605e-16
7	1	1.198984780220129e+00	-5.500000000000005e-01	4.823953135910018e-02
7	2	1.183784282049669e+00	-4.000000000000006e-01	1.922378360100949e-01
7	3	1.907786888298030e+00	-5.290047592607664e-01	-1.656525526778115e-14
7	4	1.847842978990197e+00	-4.849210293223695e-01	9.678334987203503e-02
7	5	1.656264281974621e+00	-3.526698395071786e-01	3.336514577864452e-01
7	6	2.448075441506749e+00	-3.328201177351371e-01	-2.860087434995438e-14
7	7	2.343148364335903e+00	-3.050851079238761e-01	1.338392347792104e-01
7	8	2.016931510769084e+00	-2.218800784900926e-01	4.415994324900644e-01
7	9	1.199999999999999e+00	-6.000000000000004e-01	-6.936864838513605e-16
7	10	1.199746173298336e+00	-5.500000000000005e-01	2.412427559245915e-02
7	11	1.195940512712444e+00	-4.000000000000005e-01	9.640693502632998e-02
7	12	1.907786888298030e+00	-5.290047592607664e-01	-1.656525526778115e-14
7	13	1.848564209843380e+00	-4.849210293223698e-01	4.839450397919837e-02
7	14	1.667954170053425e+00	-3.526698395071784e-01	1.670356764222184e-01
7	15	2.448075441506749e+00	-3.328201177351371e-01	-2.860087434995438e-14
7	16	2.343838937386843e+00	-3.050851079238760e-01	6.692116334222777e-02
7	17	2.028265416610640e+00	-2.218800784900926e-01	2.209500694897412e-01
7	18	1.199999999999999e+00	-6.000000000000004e-01	-6.936864838513605e-16
7	19	1.199999999999998e+00	-5.500000000000005e-01	-6.631972450400441e-16
7	20	1.199999999999999e+00	-4.000000000000004e-01	-6.594295716016035e-16
7	21	1.907786888298030e+00	-5.290047592607664e-01	-1.656525526778115e-14
7	22	1.848804647606527e+00	-4.849210293223691e-01	-1.524257676512980e-14
7	23	1.671857925532018e+00	-3.526698395071787e-01	-1.123793801199102e-14
7	24	2.448075441506749e+00	-3.328201177351371e-01	-2.860087434995438e-14
7	25	2.344069154714519e+00	-3.050851079238761e-01	-2.631461922469304e-14
7	26	2.032050294337831e+00	-2.218800784900926e-01	-1.933257548135896e-14
8	0	2.448075441506749e+00	-3.328201177351371e-01	-2.860087434995438e-14
8	1	2.344069154714519e+00	-3.050851079238761e-01	-2.631461922469304e-14
8	2	2.032050294337831e+00	-2.218800784900926e-01	-1.933257548135896e-14
8	3	2.635638039733560e+00	-1.738704892130601e-01	-3.284882404074557e-14
8	4	2.516001536422430e+00	-1.593812817786385e-01	-3.022725846691974e-14
8	5	2.157092026489041e+00	-1.159136594753732e-01	-2.201739059125289e-14
8	6	2.699999999999981e+00	-5.486436638066782e-16	-3.429863391722057e-14
8	7	2.574999999999984e+00	-5.387920498155387e-16	-3.144681051504633e-14
8	8	2.199999999999985e+00	-5.385260774412762e-16	-2.299437511074313e-14
8	9	2.448075441506749e+00	-3.328201177351371e-01	-2.860087434995438e-14
8	10	2.343838937386842e+00	-3.050851079238760e-01	-6.692116334228074e-02
8	11	2.028265416610638e+00	-2.218800784900925e-01	-2.209500694897767e-01
8	12	2.635638039733560e+00	-1.738704892130602e-01	-3.286701489777162e-14
8	13	2.515774867145920e+00	-1.593812817786381e-01	-7.335274207175468e-02
8	14	2.153348417487221e+00	-1.159136594753733e-01	-2.396665934389011e-01
8	15	2.699999999999981e+00	-5.486436638066782e-16	-3.429863391722057e-14
8	16	2.574774548234483e+00	-5.361352396099518e-16	-7.555973332987152e-02
8	17	2.196270552329306e+00	-5.373825207395452e-16	-2.460891541313160e-01
8	18	2.448075441506749e+00	-3.328201177351371e-01	-2.860087434995438e-14
8	19	2.343148364335903e+00	-3.050851079238759e-01	-1.338392347792640e-01
8	20	2.016931510769085e+00	-2.218800784900925e-01	-4.415994324901025e-01
8	21	2.635638039733560e+00	-1.738704892130601e-01	-3.284882404074557e-14
8	22	2.515094937032001e+00	-1.593812817786388e-01	-1.467032830947608e-01
8	23	2.142138091819527e+00	-1.159136594753742e-01	-4.790738570147205e-01
8	24	2.699999999999981e+00	-5.486436638066782e-16	-3.429863391722057e-14
8	25	2.574098270236156e+00	-5.271348158610179e-16	-1.511175713077287e-01
8	26	2.185102633102528e+00	-5.144517597897960e-16	-4.919331767568308e-01
9	0	2.448075441506749e+00	-3.328201177351371e-01	-2.860087434995438e-14
9	1	2.343148364335903e+00	-3.050851079238759e-01	-1.338392347792640e-01
9	2	2.016931510769085e+00	-2.218800784900925e-01	-4.415994324901025e-01
9	3	2.635638039733560e+00	-1.738704892130601e-01	-3.284882404074557e-14
9	4	2.515094937032001e+00	-1.593812817786388e-01	-1.467032830947608e-01
9	5	2.142138091819527e+00	-1.159136594753742e-01	-4.790738570147205e-01
9	6	2.699999999999981e+00	-5.486436638066782e-16	-3.429863391722057e-14
9	7	2.574098270236156e+00	-5.271348158610179e-16	-1.511175713077287e-01
9	8	2.185102633102528e+00	-5.144517597897960e-16	-4.919331767568308e-01
9	9	2.448075441506749e+00	-3.328201177351371e-01	-2.860087434995438e-14
9	10	2.395155799977529e+00	-3.189526128295066e-01	-1.377301303892708e-01
9	11	2.225218317948937e+00	-2.773500981126149e-01	-5.039398316101039e-01
9	12	2.635638039733560e+00	-1.738704892130602e-01	-3.286701489777162e-14
9	13	2.574918125977996e+00	-1.666258854958490e-01	-1.511789081736529e-01
9	14	2.381726544261992e+00	-1.448920743442167e-01	-5.507828622658774e-01
9	15	2.699999999999981e+00	-5.486436638066782e-16	-3.429863391722057e-14
9	16	2.636603428873248e+00	-5.309090194349112e-16	-1.557938458508483e-01
9	17	2.435432220865748e+00	-5.000159822149884e-16	-5.668570119435163e-01
9	18	2.448075441506749e+00	-3.328201177351371e-01	-2.860087434995438e-14
9	19	2.447163235619154e+00	-3.328201177351373e-01	-1.416210259992787e-01
9	20	2.433505125128794e+00	-3.328201177351373e-01	-5.662802307301064e-01
9	21	2.635638039733560e+00	-1.738704892130601e-01	-3.284882404074557e-14
9	22	2.634741314923989e+00	-1.738704892130604e-01	-1.556545332525479e-01
9	23	2.621314996704456e+00	-1.738704892130601e-01	-6.224918675170336e-01
9	24	2.699999999999981e+00	-5.486436638066782e-16	-3.429863391722057e-14
9	25	2.699108587510340e+00	-5.350423750129135e-16	-1.604701203939678e-01
9	26	2.685761808628961e+00	-5.229408858034623e-16	-6.417808471302000e-01
10	0	2.448075441506749e+00	-3.328201177351371e-01	-2.860087434995438e-14
10	1	2.447163235619154e+00	-3.328201177351373e-01	-1.416210259992787e-01
10	2	2.433505125128794e+00	-3.328201177351373e-01	-5.662802307301064e-01
10	3	2.635638039733560e+00	-1.738704892130601e-01	-3.284882404074557e-14
10	4	2.634741314923989e+00	-1.738704892130604e-01	-1.556545332525479e-01
10	5	2.621314996704456e+00	-1.738704892130601e-01	-6.224918675170336e-01
10	6	2.699999999999981e+00	-5.486436638066782e-16	-3.429863391722057e-14
10	7	2.699108587510340e+00	-5.350423750129135e-16	-1.604701203939678e-01
10	8	2.685761808628961e+00	-5.229408858034623e-16	-6.417808471302000e-01
10	9	2.448075441506749e+00	-3.328201177351371e-01	-2.860087434995438e-14
10	10	2.499170671260782e+00	-3.466876226407682e-01	-1.455119216092857e-01
10	11	2.641791932308648e+00	-3.882901373576613e-01	-6.286206298501077e-01
10	12	2.635638039733564e+00	-1.738704892130602e-01	-3.283522970820778e-14
10	13	2.694564503869987e+00	-1.811150929302708e-01	-1.601301583314404e-01
10	14	2.860903449146921e+00	-2.028489040819038e-01	-6.942008727681892e-01
10	15	2.699999999999981e+00	-5.486436638066782e-16	-3.429863391722057e-14
10	16	2.761613746147431e+00	-5.331243392695105e-16	-1.651463949370872e-01
10	17	2.936091396392173e+00	-5.226735602835618e-16	-7.167046823168839e-01
10	18	2.448075441506749e+00	-3.328201177351371e-01	-2.860087434995438e-14
10	19	2.551178106902407e+00	-3.605551275463990e-01	-1.494028172192935e-01
10	20	2.850078739488501e+00	-4.437601569801843e-01	-6.909610289701096e-01
10	21	2.635638039733565e+00	-1.738704892130600e-01	-3.292132156306658e-14
10	22	2.754387692815982e+00	-1.883596966474818e-01	-1.646057834103355e-01
10	23	3.100491901589390e+00	-2.318273189507468e-01	-7.659098780193471e-01
10	24	2.699999999999981e+00	-5.486436638066782e-16	-3.429863391722057e-14
10	25	2.824118904784524e+00	-5.350788434016150e-16	-1.698226694802068e-01
10	26	3.186420984155395e+00	-5.125932008526754e-16	-7.916285175035702e-01
11	0	2.448075441506749e+00	-3.328201177351371e-01	-2.860087434995438e-14
11	1	2.551178106902407e+00	-3.605551275463990e-01	-1.494028172192935e-01
11	2	2.850078739488501e+00	-4.437601569801843e-01	-6.909610289701096e-01
11	3	2.635638039733565e+00	-1.738704892130600e-01	-3.292132156306658e-14
11	4	2.754387692815982e+00	-1.883596966474818e-01	-1.646057834103355e-01
11	5	3.100491901589390e+00	-2.318273189507468e-01	-7.659098780193471e-01
11	6	2.699999999999981e+00	-5.486436638066782e-16	-3.429863391722057e-14
11	7	2.824118904784524e+00	-5.350788434016150e-16	-1.698226694802068e-01
11	8	3.186420984155395e+00	-5.125932008526754e-16	-7.916285175035702e-01
11	9	2.448075441506749e+00	-3.328201177351371e-01	-2.860087434995438e-14
11	10	2.551855803584753e+00	-3.605551275463989e-01	-7.470241566042925e-02
11	11	2.860590320508837e+00	-4.437601569801843e-01	-3.454932039532221e-01
11	12	2.635638039733564e+00	-1.738704892130602e-01	-3.283522970820778e-14
11	13	2.755052811481849e+00	-1.883596966474815e-01	-8.230337234071741e-02
11	14	3.110756322261999e+00	-2.318273189507466e-01	-3.829262518514689e-01
11	15	2.699999999999981e+00	-5.486436638066782e-16	-3.429863391722057e-14
11	16	2.824779707313780e+00	-5.303546118905210e-16	-8.491163473667229e-02
11	17	3.196600591946171e+00	-5.305944771206606e-16	-3.957713732362946e-01
11	18	2.448075441506749e+00	-3.328201177351371e-01	-2.860087434995438e-14
11	19	2.552081728298978e+00	-3.605551275463990e-01	-3.106289645861386e-14
11	20	2.864100588675666e+00	-4.437601569801843e-01	-3.800007221717184e-14
11	21	2.635638039733560e+00	-1.738704892130601e-01	-3.284882404074557e-14
11	22	2.755274543044691e+00	-1.883596966474818e-01	-3.552476832060082e-14
11	23	3.114184052978083e+00	-2.318273189507466e-01	-4.367412119424463e-14
11	24	2.699999999999981e+00	-5.486436638066782e-16	-3.429863391722057e-14
11	25	2.824999999999979e+00	-5.279054530032726e-16	-3.706331771591240e-14
11	26	3.199999999999978e+00	-5.429732996823674e-16	-4.556688033488419e-14
12	0	2.448075441506749e+00	-3.328201177351371e-01	-2.860087434995438e-14
12	1	2.552081728298978e+00	-3.605551275463990e-01	-3.106289645861386e-14
12	2	2.864100588675666e+00	-4.437601569801843e-01	-3.800007221717184e-14
12	3	2.635638039733560e+00	-1.738704892130601e-01	-3.284882404074557e-14
12	4	2.755274543044691e+00	-1.883596966474818e-01	-3.552476832060082e-14
12	5	3.114184052978083e+00	-2.318273189507466e-01	-4.367412119424463e-14
12	6	2.699999999999981e+00	-5.486436638066782e-16	-3.429863391722057e-14
12	7	2.824999999999979e+00	-5.279054530032726e-16	-3.706331771591240e-14
12	8	3.199999999999978e+00	-5.429732996823674e-16	-4.556688033488419e-14
12	9	2.448075441506749e+00	-3.328201177351371e-01	-2.860087434995438e-14
12	10	2.551855803584753e+00	-3.605551275463990e-01	7.470241566036724e-02
12	11	2.860590320508835e+00	-4.437601569801842e-01	3.454932039531511e-01
12	12	2.635638039733564e+00	-1.738704892130602e-01	-3.283522970820778e-14
12	13	2.755052811481849e+00	-1.883596966474816e-01	8.230337234065127e-02
12	14	3.110756322262000e+00	-2.318273189507467e-01	3.829262518513896e-01
12	15	2.699999999999981e+00	-5.486436638066782e-16	-3.429863391722057e-14
12	16	2.824779707313780e+00	-5.382703237858109e-16	8.491163473661476e-02
12	17	3.196600591946170e+00	-5.484271099453044e-16	3.957713732362240e-01
12	18	2.448075441506749e+00	-3.328201177351371e-01	-2.860087434995438e-14
12	19	2.551178106902406e+00	-3.605551275463989e-01	1.494028172192300e-01
12	20	2.850078739488502e+00	-4.437601569801843e-01	6.909610289700349e-01
12	21	2.635638039733565e+00	-1.738704892130600e-01	-3.292132156306658e-14
12	22	2.754387692815984e+00	-1.883596966474820e-01	1.646057834102660e-01
12	23	3.100491901589388e+00	-2.318273189507466e-01	7.659098780192655e-01
12	24	2.699999999999981e+00	-5.486436638066782e-16	-3.429863391722057e-14
12	25	2.824118904784524e+00	-5.508732035979114e-16	1.698226694801492e-01
12	26	3.186420984155392e+00	-5.490075701722605e-16	7.916285175035017e-01
13	0	2.448075441506749e+00	-3.328201177351371e-01	-2.860087434995438e-14
13	1	2.551178106902406e+00	-3.605551275463989e-01	1.494028172192300e-01
13	2	2.850078739488502e+00	-4.437601569801843e-01	6.909610289700349e-01
13	3	2.635638039733565e+00	-1.738704892130600e-01	-3.292132156306658e-14
13	4	2.754387692815984e+00	-1.883596966474820e-01	1.646057834102660e-01
13	5	3.100491901589388e+00	-2.318273189507466e-01	7.659098780192655e-01
13	6	2.699999999999981e+00	-5.486436638066782e-16	-3.429863391722057e-14
13	7	2.824118904784524e+00	-5.508732035979114e-16	1.698226694801492e-01
13	8	3.186420984155392e+00	-5.490075701722605e-16	7.916285175035017e-01
